Name,Age,Gender,From,Real Time Position,Industry,Company
Li Li,53,Male,China,1942.0,Manufacturing ,Electronics
Li Li,67,Male,China,1942.0,Fashion & Retail ,Apparel
Li Li,50,Female,China,1412.0,Food and Beverage ,Soy sauce maker
Lim Lim,60,Male,Malaysia,1636.0,Manufacturing ,Rubber gloves
Liu Liu,50,Male,Malaysia,2011.0,Energy ,Gas
Liu Liu,67,Male,Malaysia,1910.0,Diversified ,"Copper, poultry"
Liu Liu,53,Male,Malaysia,2115.0,Service ,Sewage treatment
Lo Lo,71,Male,Malaysia,1901.0,Real Estate ,Real estate
Lo Lo,88,Male,Malaysia,1950.0,Real Estate ,"Real estate, hotels"
Tobi Lutke,36,Male,Malaysia,1514.0,Technology ,E-commerce
Ma Ma,55,Male,Malaysia,1913.0,Diversified ,Energy
Ziyavudin Magomedov,49,Male,Russia,2080.0,Energy ,"Port, gas"
Ana Marcondes penido sant'anna,62,Female,Russia,2080.0,Construction & Engineering ,Toll roads
Terence Matthews,75,Male,Russia,1858.0,Telecom ,Telecom
Gail Miller,74,Male,United States,1643.0,Automotive ,"Basketball, car dealers"
Andrei Molchanov,46,Male,Russia,2014.0,Construction & Engineering ,Construction materials
Ni Ni,62,Male,People'S Republic Of China,1852.0,Real Estate ,Real estate
Kentaro Ogawa,69,Male,People'S Republic Of China,1480.0,Food and Beverage ,Restaurants
Erik Paulsson,76,Male,People'S Republic Of China,1731.0,Real Estate ,"Construction, real estate"
Peng Peng,51,Male,China,1731.0,Manufacturing ,Electronics
Stefan Pierer,61,Male,China,1937.0,Automotive ,Automotive
Michael Price,65,Male,United States,1996.0,Finance and Investments ,Investments
Clayton Riddell,80,Male,United States,1959.0,Energy ,Oil & gas
Boris Rotenberg,61,Male,United States,1949.0,Construction & Engineering ,"Construction, pipes, chemicals"
Igor Rybakov,46,Male,United States,2029.0,Manufacturing ,Building materials
Stephen Saad,54,Male,South Africa,2051.0,Healthcare ,Pharmaceuticals
K. Sahi,72,Male,Canada,2009.0,Real Estate ,Real estate
Airat Shaimiev,56,Male,Canada,1884.0,Energy ,"Refinery, chemicals"
Radik Shaimiev,53,Male,Canada,1893.0,Energy ,"Refinery, chemicals"
Shang Shang,50,Male,Canada,1895.0,Diversified ,"Tires, chemicals"
Mikhail Shelkov,50,Male,Canada,1895.0,Metals & Mining ,Titanium
S.d. Shibulal,63,Male,Canada,1863.0,Technology ,Software services
Ron Sim,59,Male,Singapore,1936.0,Fashion & Retail ,Retail
Leonid Simanovsky,68,Male,Singapore,1840.0,Finance and Investments ,Investments
Basudeo Singh,77,Male,India,2066.0,Healthcare ,Pharmaceuticals
Samprada Singh,92,Male,India,2077.0,Healthcare ,Pharmaceuticals
Terry Snow,74,Male,Australia,1925.0,Real Estate ,"Airports, real estate"
Lynsi Snyder,35,Female,United States,1882.0,Food and Beverage ,In-n-out burger
Sybill Storz,81,Female,United States,2038.0,Healthcare ,Medical devices
Harjo Sutanto,92,Male,United States,1827.0,Fashion & Retail ,Consumer goods
Yoshikazu Tanaka,41,Male,United States,2001.0,Technology ,Social network
Mehmet Tara,60,Male,United States,2001.0,Construction & Engineering ,Construction
Rit Thirakomen,66,Male,United States,1989.0,Food and Beverage ,Restaurants
Tian Tian,64,Male,China,1594.0,Technology ,Measuring instruments
Ion Tiriac,79,Male,Romania,1953.0,Finance and Investments ,"Banking, insurance"
Ivar Tollefsen,57,Male,Romania,1894.0,Real Estate ,Real estate
Mustafa Topbas,74,Male,Turkey,1894.0,Fashion & Retail ,"Food, retail"
Thomas Tull,48,Male,United States,1907.0,Media & Entertainment ,Movies
John Van lieshout,72,Male,United States,1976.0,Real Estate ,Real estate
Wang Wang,29,Male,United States,1755.0,Diversified ,Airline
Wang Wang,49,Male,United States,1771.0,Service ,Airline
Wang Wang,61,Male,United States,1965.0,Manufacturing ,"Natural gas, fertilizers"
Alfred West,75,Male,United States,2062.0,Finance and Investments ,Money management
Wu Wu,52,Male,United States,1964.0,Energy ,Energy services
Wu Wu,68,Male,China,1808.0,Healthcare ,Pharmaceuticals
Xiu Xiu,63,Male,People'S Republic Of China,1904.0,Healthcare ,Pharmaceuticals
Xu Xu,46,Male,People'S Republic Of China,1904.0,Service ,Driving schools
Xu Xu,48,Male,China,1741.0,Automotive ,Auto parts
Xue Xue,48,Male,China,1843.0,Manufacturing ,Agribusiness
Vadim Yakunin,55,Male,China,2126.0,Healthcare ,Pharmacy
Yan Yan,57,Male,China,1837.0,Service ,Private schools
Yang Yang,57,Male,China,1825.0,Real Estate ,Real estate
Yang Yang,60,Male,China,1779.0,Logistics ,Shipping
Zhang Zhang,50,Male,China,1870.0,Manufacturing ,Paper & related products
Zhang Zhang,82,Male,China,2024.0,Manufacturing ,Precision machinery
Zhang Zhang,58,Male,China,1986.0,Real Estate ,Real estate
Zhang Zhang,48,Male,China,2137.0,Fashion & Retail ,Retail
Zhang Zhang,61,Male,China,1748.0,Real Estate ,Real estate
Zhou Zhou,83,Male,China,1561.0,Manufacturing ,Auto parts
Zhou Zhou,53,Male,China,1908.0,Real Estate ,Real estate
William Ackman,52,Male,China,2032.0,Finance and Investments ,Hedge funds
Soegiarto Adikoesoemo,80,Male,China,2032.0,Logistics ,Chemicals
Ali Agaoglu,64,Male,China,2032.0,Construction & Engineering ,Construction
Hamdi Akin,63,Male,China,2042.0,Diversified ,Diversified
Chirayu Amin,71,Male,China,2042.0,Healthcare ,Pharmaceuticals
Mehmet Aydinlar,61,Male,China,2030.0,Healthcare ,Hospitals
Emanuella Barilla,51,Female,China,2105.0,Food and Beverage ,Barilla pasta
Guido Barilla,59,Male,Italy,2106.0,Food and Beverage ,Barilla pasta
Luca Barilla,58,Male,Italy,2107.0,Food and Beverage ,Barilla pasta
Paolo Barilla,57,Male,Italy,2108.0,Food and Beverage ,Barilla pasta
Mehmet Basaran,71,Male,Italy,2108.0,Energy ,"Banking, gas"
J. Brown,80,Male,Italy,1874.0,Finance and Investments ,Insurance
Bu Bu,-9999,Female,Italy,1740.0,Fashion & Retail ,Retail
Hideyuki Busujima,65,Male,Italy,1750.0,Gambling & Casinos ,Pachinko machines
Cai Cai,45,Male,Italy,1750.0,Technology ,Electronic components
Cai Cai,38,Male,Italy,1750.0,Technology ,Electronic components
Delfin Carballo,65,Male,Italy,1750.0,Finance and Investments ,Banking
Chen Chen,55,Male,China,1947.0,Real Estate ,"Construction, real estate"
Chen Chen,58,Male,People'S Republic Of China,1947.0,Technology ,Electronics components
Chen Chen,54,Male,People'S Republic Of China,2025.0,Manufacturing ,Polyester
Chen Chen,56,Male,China,2025.0,Diversified ,Industrial machinery
Manas Chiaravanond,-9999,Male,China,2047.0,Diversified ,Diversified
Yupa Chiaravanond,-9999,Female,China,2019.0,Diversified ,Diversified
Prathip Chiravanond,-9999,Male,China,2020.0,Diversified ,Diversified
Gustavo Cisneros,73,Male,China,2059.0,Media & Entertainment ,Media
Sandor Csanyi,65,Male,Hungary,1988.0,Diversified ,"Finance, real estate"
Cui Cui,60,Male,Hong Kong,1988.0,Gambling & Casinos ,Gambling
Dang Dang,45,Male,China,2099.0,Metals & Mining ,Coal
Bharat Desai,65,Male,United States,1674.0,Technology ,It consulting
Joseph Edelman,63,Male,United States,2035.0,Finance and Investments ,Hedge funds
Wolfgang Egger,-9999,Male,Germany,2035.0,Real Estate ,Real estate
Andrei Filatov,46,Male,Russia,1981.0,Logistics ,"Ports, railway transport"
Paul Fireman,74,Male,United States,2052.0,Fashion & Retail ,Reebok
J. Flowers,60,Male,United States,1990.0,Finance and Investments ,Investments
Fu Fu,60,Male,United States,2112.0,Diversified ,"Real estate, diversified"
Sheela Gautam,86,Female,United States,2112.0,Fashion & Retail ,Mattresses
Drew Houston,34,Male,United States,697.0,Technology ,File hosting service
Huang Huang,51,Male,China,926.0,Energy ,Storage batteries
Huang Huang,64,Male,China,2076.0,Real Estate ,Real estate
Mohammed Ibrahim,72,Male,China,1924.0,Telecom ,Communications
Hiroshi Ishibashi,71,Male,China,2121.0,Automotive ,Tires
Bent Jensen,66,Male,Denmark,2121.0,Manufacturing ,Electric linear systems
Chatchai Kaewbootta,66,Male,Denmark,2121.0,Finance and Investments ,Auto loans
Jonas Kamprad,52,Male,Sweden,2128.0,Finance and Investments ,Ikea
Mathias Kamprad,48,Male,Sweden,2129.0,Finance and Investments ,Ikea
Peter Kamprad,54,Male,Sweden,2130.0,Finance and Investments ,Ikea
Madhu Kapur,-9999,Female,India,2084.0,Finance and Investments ,Banking
Richard Kayne,72,Male,United States,1999.0,Finance and Investments ,Investments
Vladimir Kogan,55,Male,Russia,1999.0,Diversified ,Banking
Koh Koh,54,Male,Russia,1714.0,Real Estate ,"Real estate, hotels"
Koo Koo,66,Male,South Korea,1714.0,Technology ,"Electronics, household products"
Lam Lam,53,Male,South Korea,1935.0,Real Estate ,Real estate
Isaac Larian,64,Male,South Korea,1926.0,Manufacturing ,Toys
Frank Laukien,58,Male,United States,2109.0,Manufacturing ,Scientific equipment
Lee Lee,53,Male,United States,1979.0,Technology ,Online games
Lee Lee,47,Male,South Korea,2058.0,Technology ,Investments
Nancy Lerner,58,Male,United States,2071.0,Finance and Investments ,"Banking, credit cards"
Norma Lerner,82,Male,United States,2072.0,Finance and Investments ,Banking
Randolph Lerner,56,Male,United States,2070.0,Finance and Investments ,"Banking, credit cards"
David Li,45,Male,China,1944.0,Technology ,Live streaming service
Li Li,53,Female,China,1532.0,Healthcare ,Pharmaceuticals
Li Li,53,Male,China,1532.0,Manufacturing ,Construction materials
Liang Liang,49,Male,China,1408.0,Manufacturing ,Manufacturing
Liang Liang,54,Male,China,1995.0,Manufacturing ,Conglomerate
Liang Liang,86,Male,China,1678.0,Real Estate ,Real estate
Liao Liao,52,Male,China,2069.0,Food and Beverage ,Wine
Jenny Lindén urnes,47,Male,China,2116.0,Manufacturing ,Powdered metal
Liu Liu,47,Male,China,2061.0,Service ,Industrial parks
Liu Liu,53,Male,China,2132.0,Diversified ,Conglomerate
Jonathan Lu,49,Male,China,2034.0,Technology ,E-commerce
William Macaulay,72,Male,United States,2049.0,Energy ,Energy investments
John Martin,67,Male,United States,2046.0,Healthcare ,Pharmaceuticals
Yves-loic Martin,52,Male,United States,2046.0,Healthcare ,Laboratory services
Satish Mehta,67,Male,India,2082.0,Healthcare ,Pharmaceuticals
Nikita Mishin,46,Male,Russia,1971.0,Logistics ,"Ports, railway transport"
Konstantin Nikolaev,47,Male,Russia,1970.0,Logistics ,"Ports, railway transport"
Simon Nixon,50,Male,United Kingdom,2022.0,Technology ,Price comparison website
Michael O'leary,57,Male,United Kingdom,2075.0,Service ,Ryanair
Liora Ofer,64,Female,Israel,2015.0,Finance and Investments ,Investments
Roberto Ongpin,81,Male,Israel,1767.0,Diversified ,Diversified
Niti Osathanugrah,44,Male,Israel,1767.0,Finance and Investments ,Investments
Frank Otto,60,Male,Israel,2104.0,Fashion & Retail ,Retail
Gretel Packer,52,Female,Israel,1869.0,Media & Entertainment ,Casinos
Alberto Palatchi,68,Female,Israel,2091.0,Fashion & Retail ,Wedding dresses
Peng Peng,61,Male,Israel,2091.0,Media & Entertainment ,Tourism
Lucy Peng,45,Female,Israel,1977.0,Technology ,E-commerce
Andrei Rappoport,55,Male,Russia,2016.0,Finance and Investments ,Investments
Andrea Reimann-ciardelli,61,Female,United States,1992.0,Fashion & Retail ,Consumer goods
Igor Rotenberg,45,Male,United States,2044.0,Diversified ,"Construction, real estate"
Alan Rydge,66,Male,United States,2092.0,Real Estate ,Entertainment
Chris Sacca,43,Male,United States,1890.0,Finance and Investments ,Venture capital investing
Alexander Samwer,43,Male,Germany,1918.0,Technology ,Tech investments
Marc Samwer,47,Male,Germany,1919.0,Technology ,Tech investments
Oliver Samwer,44,Male,Germany,1920.0,Technology ,Tech investments
Neil Shen,50,Male,Hong Kong,2074.0,Finance and Investments ,Venture capital
Albert Shigaboutdinov,65,Male,Hong Kong,2000.0,Diversified ,"Refinery, chemicals"
Shin Shin,64,Male,Hong Kong,2048.0,Fashion & Retail ,Retail
Yoshiko Shinohara,83,Female,Hong Kong,2111.0,Service ,Staffing
Analjit Singh,64,Male,Hong Kong,2141.0,Healthcare ,Healthcare
Stephen Smith,67,Male,Hong Kong,2045.0,Finance and Investments ,Finance and investments
Michael Steinhardt,77,Male,Hong Kong,2026.0,Finance and Investments ,Finance
Svein Stole,55,Male,Hong Kong,2026.0,Finance and Investments ,Investments
Rustem Sulteev,64,Male,Russia,2005.0,Energy ,"Refinery, chemicals"
Julio Supervielle,61,Male,Russia,2005.0,Finance and Investments ,Banking
Min-liang Tan,40,Male,Singapore,2005.0,Media & Entertainment ,Gaming
Hary Tanoesoedibjo,52,Male,Singapore,2110.0,Media & Entertainment ,Media
Sukanto Tanoto,68,Male,Indonesia,2081.0,Diversified ,Diversified
Tiong Tiong,83,Male,Indonesia,2140.0,Diversified ,"Timber, media"
Laurie Tisch,67,Female,United States,1966.0,Diversified ,"Insurance, nfl team"
Steven Tisch,69,Male,United States,1967.0,Diversified ,Insurance
James Truchard,74,Male,United States,2139.0,Technology ,Software
Vardis Vardinoyannis & family,85,Male,United States,2068.0,Energy ,Oil and gas
Murat Vargi,70,Male,United States,2028.0,Telecom ,Telecom
Wan Wan,52,Male,United States,2028.0,Manufacturing ,Fertilizers
Wang Wang,61,Male,China,2067.0,Automotive ,Auto parts
Wang Wang,74,Male,China,1859.0,Service ,Budget airline
Wen Wen,56,Male,China,1859.0,Service ,Sewage treatment
Myron Wentz,78,Male,China,1495.0,Fashion & Retail ,Health products
Xia Xia,56,Male,China,1495.0,Automotive ,Automobiles
Swift Xie,-9999,Male,China,2004.0,Technology ,Drones
Yao Yao,42,Male,China,1929.0,Technology ,Online marketplace
Fatma Yazici,45,Female,China,1929.0,Diversified ,Diversified
Zhang Zhang,49,Male,China,1929.0,Diversified ,"Real estate, shipbuilding"
Zhao Zhao,51,Female,China,2136.0,Diversified ,"Real estate, finance"
Zhou Zhou,61,Male,People'S Republic Of China,1684.0,Fashion & Retail ,Jewelry
Raamdeo Agrawal,61,Male,People'S Republic Of China,1684.0,Finance and Investments ,Financial services
Maurizio Billi,60,Male,People'S Republic Of China,1684.0,Healthcare ,Generic drugs
Sara Blakely,47,Male,United States,2127.0,Fashion & Retail ,Spanx
Pete Bodharamik,45,Male,Thailand,2127.0,Telecom ,Telecom
Cao Cao,56,Male,China,2002.0,Manufacturing ,Air compressors
Morris Chang,86,Male,China,2002.0,Technology ,Semiconductors
Richard Chang,71,Male,China,2002.0,Real Estate ,"Real estate, electronics"
Chen Chen,62,Male,China,2002.0,Real Estate ,Real estate
Cho Cho,80,Male,China,2002.0,Manufacturing ,Tire manufacturing
Yvon Chouinard,79,Male,United States,2153.0,Fashion & Retail ,Patagonia
Eduard Chukhlebov,54,Male,United States,2153.0,Metals & Mining ,Metallurgy
Jack Cockwell,77,Male,Canada,2083.0,Finance and Investments ,"Real estate, private equity"
John Collison,26,Male,Canada,2150.0,Technology ,Stripe
Patrick Collison,28,Male,Canada,2152.0,Technology ,Stripe
Henry Davis,67,Male,Canada,2149.0,Food and Beverage ,Beef processing
Francois Feuillet,69,Male,Canada,1166.0,Automotive ,"Motorhomes, rvs"
Susumu Fujita,45,Male,Japan,1492.0,Media & Entertainment ,Internet media
Filaret Galchev,55,Male,Japan,1492.0,Construction & Engineering ,Construction materials
Yuri Gushchin,73,Male,Russia,1492.0,Food and Beverage ,"Candy, real estate"
David Hall,66,Male,United States,2148.0,Automotive ,Automotive technology
He He,53,Male,United States,2148.0,Manufacturing ,Power supply manufacturer
Hon Hon,63,Male,Hong Kong,2148.0,Fashion & Retail ,Real estate
Elie Horn,74,Male,Brazil,2148.0,Real Estate ,Real estate
Huang Huang,64,Male,Australia,2148.0,Manufacturing ,Packaging
Huang Huang,56,Female,Australia,1980.0,Technology ,Printed circuit boards
Masayuki Ishihara,69,Female,Japan,1951.0,Gambling & Casinos ,Pachinko machines
Tarang Jain,56,Male,Japan,1951.0,Manufacturing ,Auto components
Jiang Jiang,56,Male,Japan,1951.0,Healthcare ,Pharmaceuticals
Jiang Jiang,48,Male,Japan,1975.0,Technology ,Printed circuit boards
David Kabiller,54,Male,United States,1844.0,Finance and Investments ,Investment management
Morris Kahn,88,Male,United States,2151.0,Technology ,Software
Anton Kathrein,32,Male,United States,2151.0,Manufacturing ,Antennas
Kim Kim,38,Male,United States,2151.0,Technology ,Mobile gaming
Michael Kim,54,Male,United States,2098.0,Finance and Investments ,Investment
Ihor Kolomoyskyy,55,Male,Ukraine,2008.0,Diversified ,"Banking, investments"
Koo Koo,59,Male,South Korea,1994.0,Technology ,Electronics/household products
Igor Kudryashkin,56,Male,South Korea,1994.0,Metals & Mining ,Metallurgy
Lev Kvetnoi,52,Male,South Korea,1994.0,Finance and Investments ,Cement
Theodore Leonsis,62,Male,South Korea,2056.0,Sports ,Sports teams
Lev Leviev,62,Male,South Korea,2090.0,Metals & Mining ,Diamonds
Liang Liang,53,Male,South Korea,2090.0,Manufacturing ,Appliances
John Liew,50,Male,United States,1845.0,Finance and Investments ,Investment management
Paul Little,70,Male,United States,1845.0,Real Estate ,"Logistics, real estate"
Liu Liu,64,Male,People'S Republic Of China,1845.0,Diversified ,"Textiles, energy"
Liu Liu,53,Male,People'S Republic Of China,2089.0,Technology ,Lithium batteries
Liu Liu,54,Male,People'S Republic Of China,2089.0,Real Estate ,Real estate
Lu Lu,47,Male,China,2089.0,Diversified ,Diversified
Duncan Macmillan,80,Male,China,2057.0,Finance and Investments ,Bloomberg lp
George Marcus,76,Male,United States,2142.0,Real Estate ,Real estate
Bernardo Matte,62,Male,United States,2143.0,Manufacturing ,Paper
Eliodoro Matte,72,Male,United States,2143.0,Manufacturing ,Paper
Mi Mi,60,Male,People'S Republic Of China,1905.0,Fashion & Retail ,Retail
Lowell Milken,69,Male,People'S Republic Of China,2096.0,Finance and Investments ,Investments
Nirmal Minda,60,Male,India,2010.0,Automotive ,Auto parts
Martin Naughton,79,Male,India,2010.0,Manufacturing ,Heating equipment
Vadim Novinsky,55,Male,Ukraine,2010.0,Metals & Mining ,Steel
Sergei Petrov,63,Male,Ukraine,2010.0,Automotive ,Auto import and dealerships
Carolyn Rafaelian,51,Female,Ukraine,2147.0,Fashion & Retail ,Jewelry
Lawrence Rossy,75,Male,Ukraine,2147.0,Fashion & Retail ,Dollar stores
Alice Schwartz,91,Female,Ukraine,1815.0,Manufacturing ,Biotech
Martin Selig,80,Male,Ukraine,2119.0,Real Estate ,Real estate
Sathien Setthasit,64,Male,Thailand,2119.0,Food and Beverage ,Energy drinks
Evan Sharp,34,Male,Thailand,2093.0,Technology ,Pinterest
Ravindra Sinha,66,Male,Thailand,2093.0,Service ,Security services
Axel Stawski,67,Male,Thailand,2138.0,Real Estate ,Real estate
Beny Steinmetz,62,Male,Thailand,2138.0,Metals & Mining ,"Mining, diamonds, real estate"
Dirk Stroeer,49,Male,Germany,2138.0,Media & Entertainment ,Advertising
Sun Sun,54,Male,China,2138.0,Technology ,Electronics components
Sam Tarascio,73,Male,Australia,2138.0,Real Estate ,Real estate
Robert Toll,77,Male,Australia,2138.0,Real Estate ,Home building
Surin Upatkoon,69,Male,Australia,2100.0,Diversified ,"Telecom, lotteries, insurance"
Alexander Vik,63,Male,Australia,2146.0,Finance and Investments ,Investments
Peter-alexander Wacker,66,Male,Australia,2146.0,Manufacturing ,Chemicals
Wang Wang,55,Male,Australia,2146.0,Technology ,Fiber optic cables
V. Watsa,67,Male,Canada,1982.0,Finance and Investments ,"Insurance, investments"
Sandy Weill,85,Male,United States,2144.0,Finance and Investments ,Citigroup
Wen Wen,55,Male,China,2144.0,Food and Beverage ,Agribusiness
Wu Wu,59,Male,China,2120.0,Manufacturing ,Manufacturing
Yang Yang,49,Male,China,2120.0,Technology ,Apparel
Yao Yao,53,Male,China,2114.0,Diversified ,Air conditioning
Zhao Zhao,51,Male,China,2134.0,Fashion & Retail ,"Fashion, entertainment"
Zhou Zhou,55,Male,China,2134.0,Manufacturing ,Electrical equipment
Zhu Zhu,51,Male,China,1856.0,Manufacturing ,Electrical equipment
Zhuo Zhuo,52,Male,China,1978.0,Manufacturing ,Printed circuit boards
Olgun Zorlu,54,Male,Turkey,1978.0,Diversified ,Diversified
